202143,27.0,27.0,28.0
202144,31.0,21.0,29.0
202145,29.0,26.0,27.0
202146,28.0,24.0,29.0
202147,30.0,24.0,27.0
202148,29.0,26.0,27.0
202149,26.0,24.0,25.0
202150,26.0,28.0,30.0
202151,30.0,23.0,27.0
202152,28.0,21.0,29.0
